PO ID,PO Date,Supplier ID,Category ID,Business Unit,Contract ID,Qty Ordered,Unit Price,Total Amount,Cycle Time (Days),Actual Delivery,Requested Delivery,On Time?,Delivery Variance (Days),Defect Rate (%),Payment Terms (Days),PO Status
PO-02012,08/18/2022,SUP-069,CAT-14,BU-07,CON-0033,260,"$3,791.20","$985,711.68",13,09/18/2022,08/31/2022,0,18,6.19%,90,Completed
PO-02013,08/12/2022,SUP-071,CAT-14,BU-07,CON-0110,201,"$6,064.84","$1,219,033.56",16,08/26/2022,08/28/2022,1,-2,2.08%,60,Completed
PO-02014,05/26/2022,SUP-059,CAT-02,BU-08,,462,$516.72,"$238,726.71",26,06/19/2022,06/21/2022,1,-2,6.41%,60,Completed
PO-02015,09/25/2022,SUP-079,CAT-06,BU-04,CON-0105,500,"$1,660.57","$830,284.53",38,11/01/2022,11/02/2022,1,-1,13.40%,90,Cancelled
PO-02016,08/01/2022,SUP-040,CAT-04,BU-06,CON-0062,138,"$37,753.82","$5,210,027.60",8,08/06/2022,08/09/2022,1,-3,0.15%,30,Completed
PO-02017,01/06/2022,SUP-078,CAT-15,BU-04,CON-0112,251,$356.10,"$89,380.12",11,02/05/2022,01/17/2022,0,19,3.20%,30,Completed
PO-02018,02/12/2022,SUP-001,CAT-15,BU-04,CON-0047,287,$58.71,"$16,850.92",7,02/16/2022,02/19/2022,1,-3,2.03%,90,Completed
PO-02019,12/21/2022,SUP-001,CAT-13,BU-05,CON-0025,49,"$66,484.47","$3,257,739.14",6,12/25/2022,12/27/2022,1,-2,2.65%,90,Pending
PO-02020,08/15/2022,SUP-077,CAT-10,BU-05,CON-0113,115,"$2,593.73","$298,278.67",22,09/05/2022,09/06/2022,1,-1,2.32%,60,Completed
PO-02021,10/24/2022,SUP-013,CAT-04,BU-02,,141,"$3,686.12","$519,742.98",15,11/07/2022,11/08/2022,1,-1,0.55%,60,Completed
PO-02022,06/09/2022,SUP-020,CAT-12,BU-07,CON-0020,177,"$1,495.04","$264,621.44",10,06/18/2022,06/19/2022,1,-1,4.47%,30,Completed
PO-02023,05/18/2022,SUP-045,CAT-07,BU-06,,388,$956.38,"$371,075.99",8,06/15/2022,05/26/2022,0,20,2.47%,90,Completed
PO-02024,04/19/2022,SUP-030,CAT-10,BU-06,,156,"$1,382.65","$215,693.25",7,04/25/2022,04/26/2022,1,-1,2.27%,90,Completed
PO-02025,10/15/2022,SUP-005,CAT-03,BU-07,,213,$291.85,"$62,163.61",9,10/24/2022,10/24/2022,1,0,0.75%,30,Pending
PO-02026,11/27/2022,SUP-018,CAT-13,BU-02,CON-0096,370,"$5,238.25","$1,938,151.27",39,01/11/2023,01/05/2023,0,6,12.13%,90,Completed
PO-02027,10/04/2022,SUP-023,CAT-10,BU-07,,500,$246.47,"$123,233.54",14,10/18/2022,10/18/2022,1,0,0.48%,90,Completed
PO-02028,09/02/2022,SUP-055,CAT-01,BU-04,,405,"$4,007.20","$1,622,915.51",14,10/06/2022,09/16/2022,0,20,3.35%,30,Pending
PO-02029,10/24/2022,SUP-064,CAT-01,BU-01,CON-0004,421,"$3,315.78","$1,395,943.29",25,11/16/2022,11/18/2022,1,-2,7.40%,30,Completed
PO-02030,11/14/2022,SUP-057,CAT-15,BU-04,CON-0047,111,"$1,658.73","$184,119.26",6,11/17/2022,11/20/2022,1,-3,0.93%,30,Completed
PO-02031,03/03/2022,SUP-038,CAT-04,BU-03,,206,"$1,480.42","$304,965.64",6,03/07/2022,03/09/2022,1,-2,1.66%,90,Completed
PO-02032,09/08/2022,SUP-014,CAT-04,BU-04,,227,"$1,679.39","$381,221.04",8,09/13/2022,09/16/2022,1,-3,0.33%,90,Completed
PO-02033,10/19/2022,SUP-004,CAT-01,BU-05,CON-0040,363,"$4,799.38","$1,742,174.19",13,10/30/2022,11/01/2022,1,-2,4.05%,60,Completed
PO-02034,02/08/2022,SUP-011,CAT-15,BU-01,CON-0047,248,$526.42,"$130,551.00",10,02/15/2022,02/18/2022,1,-3,3.24%,90,Completed
PO-02035,08/22/2022,SUP-075,CAT-14,BU-02,CON-0110,401,"$2,243.10","$899,482.01",17,09/23/2022,09/08/2022,0,15,2.50%,90,Completed
PO-02036,04/04/2022,SUP-055,CAT-13,BU-03,CON-0025,251,"$14,569.06","$3,656,833.64",14,04/23/2022,04/18/2022,0,5,2.10%,30,Completed
PO-02037,07/08/2022,SUP-051,CAT-11,BU-02,CON-0111,399,$28.38,"$11,324.91",30,08/04/2022,08/07/2022,1,-3,7.31%,30,Completed
PO-02038,08/22/2022,SUP-058,CAT-10,BU-08,,305,$938.02,"$286,097.02",30,09/18/2022,09/21/2022,1,-3,3.61%,90,Completed
PO-02039,05/09/2022,SUP-036,CAT-04,BU-06,,68,"$9,313.51","$633,318.70",39,07/04/2022,06/17/2022,0,17,5.93%,60,Completed
PO-02040,09/20/2022,SUP-005,CAT-04,BU-04,CON-0062,88,"$5,746.00","$505,647.87",11,10/01/2022,10/01/2022,1,0,1.36%,30,Completed
PO-02041,08/08/2022,SUP-007,CAT-04,BU-05,,140,"$4,374.34","$612,407.87",28,09/20/2022,09/05/2022,0,15,11.15%,90,Completed
PO-02042,08/03/2022,SUP-069,CAT-13,BU-03,,23,"$94,271.45","$2,168,243.34",9,08/30/2022,08/12/2022,0,18,5.66%,90,Completed
PO-02043,03/03/2022,SUP-007,CAT-01,BU-06,,52,"$9,830.03","$511,161.63",32,04/02/2022,04/04/2022,1,-2,3.04%,90,Completed
PO-02044,02/22/2022,SUP-071,CAT-11,BU-03,,101,"$1,267.57","$128,024.09",28,03/22/2022,03/22/2022,1,0,4.66%,60,Completed
PO-02045,10/21/2022,SUP-053,CAT-01,BU-04,CON-0004,342,"$1,455.86","$497,904.06",36,11/26/2022,11/26/2022,1,0,14.88%,30,Completed
PO-02046,09/20/2022,SUP-002,CAT-06,BU-08,CON-0105,220,"$9,474.75","$2,084,446.01",9,09/26/2022,09/29/2022,1,-3,0.07%,30,Pending
PO-02047,06/09/2022,SUP-013,CAT-15,BU-01,CON-0047,138,$661.27,"$91,255.85",10,06/16/2022,06/19/2022,1,-3,2.38%,60,Completed
PO-02048,04/27/2022,SUP-078,CAT-08,BU-06,,392,"$3,141.36","$1,231,411.63",10,05/26/2022,05/07/2022,0,19,6.27%,30,Completed
PO-02049,01/26/2022,SUP-039,CAT-01,BU-06,,73,"$10,080.85","$735,902.15",26,02/20/2022,02/21/2022,1,-1,3.73%,30,Pending
PO-02050,03/06/2022,SUP-059,CAT-01,BU-07,CON-0004,416,"$2,113.79","$879,337.42",10,03/16/2022,03/16/2022,1,0,6.25%,60,Completed
PO-02051,08/08/2022,SUP-075,CAT-07,BU-06,,425,$152.42,"$64,776.53",19,09/11/2022,08/27/2022,0,15,4.81%,90,Completed
PO-02052,07/12/2022,SUP-047,CAT-03,BU-08,,437,$88.21,"$38,549.22",23,08/03/2022,08/04/2022,1,-1,6.76%,90,Cancelled
PO-02053,03/24/2022,SUP-018,CAT-12,BU-04,,148,"$1,828.89","$270,675.37",36,04/26/2022,04/29/2022,1,-3,6.62%,90,Completed
PO-02054,12/13/2022,SUP-023,CAT-01,BU-08,CON-0104,349,"$1,322.88","$461,683.67",3,12/16/2022,12/16/2022,1,0,1.25%,90,Pending
PO-02055,11/10/2022,SUP-023,CAT-10,BU-02,CON-0113,204,"$1,129.15","$230,346.09",10,11/18/2022,11/20/2022,1,-2,2.66%,90,Completed
PO-02056,07/16/2022,SUP-004,CAT-09,BU-05,CON-0073,304,$444.45,"$135,113.81",23,08/09/2022,08/08/2022,0,1,2.52%,60,Completed
PO-02057,01/25/2022,SUP-030,CAT-01,BU-01,,309,"$3,470.78","$1,072,469.86",12,02/04/2022,02/06/2022,1,-2,2.07%,90,Pending
PO-02058,07/12/2022,SUP-074,CAT-06,BU-03,CON-0029,486,"$4,711.76","$2,289,914.53",11,07/21/2022,07/23/2022,1,-2,1.45%,60,Pending
PO-02059,11/11/2022,SUP-077,CAT-06,BU-04,,194,"$1,133.51","$219,901.69",30,12/16/2022,12/11/2022,0,5,5.05%,60,Pending
PO-02060,02/15/2022,SUP-022,CAT-13,BU-03,CON-0085,11,"$220,755.76","$2,428,313.39",17,03/04/2022,03/04/2022,1,0,11.36%,90,Completed
PO-02061,03/13/2022,SUP-007,CAT-09,BU-08,CON-0073,429,$307.99,"$132,127.19",38,04/19/2022,04/20/2022,1,-1,12.99%,90,Completed
PO-02062,08/10/2022,SUP-075,CAT-14,BU-08,CON-0023,70,"$7,037.52","$492,626.08",10,08/17/2022,08/20/2022,1,-3,2.95%,90,Completed
PO-02063,09/26/2022,SUP-043,CAT-13,BU-07,CON-0025,53,"$52,237.83","$2,768,604.99",7,10/03/2022,10/03/2022,1,0,2.48%,90,Completed
PO-02064,08/28/2022,SUP-041,CAT-15,BU-07,CON-0047,49,"$3,933.24","$192,728.65",20,09/16/2022,09/17/2022,1,-1,12.99%,60,Completed
PO-02065,03/06/2022,SUP-054,CAT-01,BU-02,CON-0064,468,"$2,564.52","$1,200,197.22",24,03/27/2022,03/30/2022,1,-3,5.02%,60,Completed
PO-02066,03/17/2022,SUP-076,CAT-04,BU-01,CON-0019,107,"$5,142.80","$550,279.27",35,05/07/2022,04/21/2022,0,16,3.92%,90,Completed
PO-02067,08/12/2022,SUP-025,CAT-12,BU-03,,100,$721.02,"$72,102.15",28,09/17/2022,09/09/2022,0,8,3.92%,90,Completed
PO-02068,07/17/2022,SUP-043,CAT-01,BU-05,CON-0004,29,"$21,925.39","$635,836.45",14,07/29/2022,07/31/2022,1,-2,5.21%,90,Completed
PO-02069,09/12/2022,SUP-067,CAT-06,BU-06,CON-0045,421,"$4,873.75","$2,051,849.89",15,09/24/2022,09/27/2022,1,-3,0.46%,30,Completed
PO-02070,08/24/2022,SUP-028,CAT-10,BU-03,,176,$855.13,"$150,502.48",3,08/26/2022,08/27/2022,1,-1,0.21%,60,Completed
PO-02071,04/24/2022,SUP-024,CAT-02,BU-06,CON-0003,463,$674.87,"$312,463.88",45,06/24/2022,06/08/2022,0,16,13.41%,30,Completed
PO-02072,01/04/2022,SUP-024,CAT-14,BU-04,CON-0023,120,"$1,828.64","$219,436.80",33,02/05/2022,02/06/2022,1,-1,6.10%,30,Completed
PO-02073,11/24/2022,SUP-072,CAT-12,BU-05,,398,$90.69,"$36,094.88",16,12/11/2022,12/10/2022,0,1,13.74%,60,Completed
PO-02074,01/20/2022,SUP-052,CAT-06,BU-06,CON-0029,339,"$5,685.57","$1,927,408.82",24,02/13/2022,02/13/2022,1,0,4.63%,30,Completed
PO-02075,09/24/2022,SUP-005,CAT-13,BU-03,CON-0096,97,"$25,208.94","$2,445,267.61",7,09/28/2022,10/01/2022,1,-3,1.26%,30,Completed
PO-02076,02/03/2022,SUP-027,CAT-01,BU-04,CON-0064,15,"$27,461.71","$411,925.67",9,02/09/2022,02/12/2022,1,-3,1.44%,30,Completed
PO-02077,09/10/2022,SUP-002,CAT-06,BU-03,CON-0105,436,"$1,330.10","$579,925.09",6,09/14/2022,09/16/2022,1,-2,2.43%,30,Pending
PO-02078,03/22/2022,SUP-032,CAT-01,BU-03,CON-0064,49,"$13,061.15","$639,996.30",10,03/31/2022,04/01/2022,1,-1,0.87%,60,Completed
PO-02079,07/25/2022,SUP-071,CAT-14,BU-05,,126,"$135,829.96","$17,114,575.12",18,08/11/2022,08/12/2022,1,-1,4.07%,60,Completed
PO-02080,12/03/2022,SUP-016,CAT-10,BU-07,CON-0113,314,$606.14,"$190,327.55",40,01/09/2023,01/12/2023,1,-3,6.71%,90,Completed
PO-02081,07/20/2022,SUP-070,CAT-01,BU-02,CON-0064,326,$374.70,"$122,153.75",11,07/30/2022,07/31/2022,1,-1,7.93%,30,Completed
PO-02082,07/20/2022,SUP-008,CAT-06,BU-03,CON-0029,37,"$53,368.41","$1,974,631.01",7,07/26/2022,07/27/2022,1,-1,3.68%,60,Completed
PO-02083,07/06/2022,SUP-074,CAT-06,BU-03,,196,"$14,228.83","$2,788,849.76",13,07/19/2022,07/19/2022,1,0,1.80%,60,Completed
PO-02084,03/19/2022,SUP-045,CAT-01,BU-04,,48,"$16,630.43","$798,260.56",15,04/01/2022,04/03/2022,1,-2,1.83%,90,Cancelled
PO-02085,04/20/2022,SUP-030,CAT-01,BU-05,,151,"$8,510.87","$1,285,140.88",2,04/20/2022,04/22/2022,1,-2,1.54%,90,Completed
PO-02086,02/14/2022,SUP-025,CAT-15,BU-04,CON-0047,242,$764.44,"$184,994.97",26,03/12/2022,03/12/2022,1,0,8.23%,90,Completed
PO-02087,06/24/2022,SUP-005,CAT-09,BU-07,CON-0073,128,"$1,552.68","$198,742.97",13,07/07/2022,07/07/2022,1,0,2.83%,30,Completed
PO-02088,10/18/2022,SUP-043,CAT-15,BU-06,,427,$130.53,"$55,736.03",7,10/24/2022,10/25/2022,1,-1,2.14%,90,Completed
PO-02089,07/18/2022,SUP-067,CAT-14,BU-06,CON-0110,128,"$9,649.01","$1,235,073.85",11,07/29/2022,07/29/2022,1,0,0.85%,30,Completed
PO-02090,04/20/2022,SUP-013,CAT-05,BU-08,CON-0071,282,$146.20,"$41,229.16",10,04/27/2022,04/30/2022,1,-3,2.29%,60,Completed
PO-02091,05/11/2022,SUP-036,CAT-12,BU-03,CON-0020,146,$475.47,"$69,419.10",38,07/01/2022,06/18/2022,0,13,11.00%,60,Completed
PO-02092,08/14/2022,SUP-056,CAT-06,BU-08,CON-0105,210,"$8,223.99","$1,727,038.30",13,08/24/2022,08/27/2022,1,-3,2.62%,60,Completed
PO-02093,02/14/2022,SUP-075,CAT-12,BU-01,,43,"$1,932.34","$83,090.76",9,02/21/2022,02/23/2022,1,-2,6.59%,90,Completed
PO-02094,02/23/2022,SUP-058,CAT-10,BU-02,CON-0093,373,$977.23,"$364,504.95",17,03/11/2022,03/12/2022,1,-1,1.54%,90,Completed
PO-02095,08/14/2022,SUP-003,CAT-13,BU-02,CON-0085,350,"$4,023.63","$1,408,268.98",12,08/24/2022,08/26/2022,1,-2,7.79%,60,Completed
PO-02096,09/21/2022,SUP-056,CAT-14,BU-06,,166,"$8,566.19","$1,421,988.17",14,10/04/2022,10/05/2022,1,-1,2.34%,60,Completed
PO-02097,06/23/2022,SUP-074,CAT-13,BU-04,CON-0085,384,"$1,057.77","$406,182.58",6,06/29/2022,06/29/2022,1,0,0.22%,60,Completed
PO-02098,08/18/2022,SUP-076,CAT-03,BU-03,CON-0066,433,$103.21,"$44,691.23",19,09/04/2022,09/06/2022,1,-2,9.47%,90,Completed
PO-02099,01/16/2022,SUP-055,CAT-04,BU-03,CON-0062,323,"$1,279.19","$413,178.54",20,02/03/2022,02/05/2022,1,-2,4.62%,30,Completed
PO-02100,06/08/2022,SUP-053,CAT-12,BU-01,CON-0020,10,"$10,059.37","$100,593.71",38,07/17/2022,07/16/2022,0,1,12.24%,30,Completed
PO-02101,10/05/2022,SUP-057,CAT-03,BU-07,CON-0052,107,"$2,632.77","$281,706.14",2,10/06/2022,10/07/2022,1,-1,0.44%,30,Completed
PO-02102,02/23/2022,SUP-063,CAT-15,BU-08,CON-0112,168,"$6,328.04","$1,063,111.49",20,03/13/2022,03/15/2022,1,-2,6.23%,60,Completed
PO-02103,01/10/2022,SUP-037,CAT-09,BU-04,CON-0073,194,$533.63,"$103,523.28",13,01/21/2022,01/23/2022,1,-2,0.70%,90,Completed
PO-02104,07/22/2022,SUP-020,CAT-10,BU-04,,245,$816.84,"$200,124.75",29,08/22/2022,08/20/2022,0,2,4.14%,30,Completed
PO-02105,01/04/2022,SUP-058,CAT-01,BU-05,,220,"$3,293.07","$724,474.99",12,01/14/2022,01/16/2022,1,-2,3.72%,90,Completed
PO-02106,01/15/2022,SUP-069,CAT-10,BU-06,CON-0113,469,$583.73,"$273,767.78",26,02/10/2022,02/10/2022,1,0,2.85%,90,Completed
PO-02107,07/25/2022,SUP-048,CAT-04,BU-05,CON-0062,365,"$2,005.44","$731,984.73",17,08/10/2022,08/11/2022,1,-1,6.94%,30,Completed
PO-02108,08/15/2022,SUP-033,CAT-14,BU-01,CON-0033,286,"$2,589.12","$740,487.39",9,08/23/2022,08/24/2022,1,-1,2.62%,60,Cancelled
PO-02109,01/28/2022,SUP-062,CAT-09,BU-07,CON-0055,103,$790.70,"$81,441.59",16,02/12/2022,02/13/2022,1,-1,6.28%,60,Completed
PO-02110,08/21/2022,SUP-027,CAT-04,BU-01,CON-0062,24,"$25,762.73","$618,305.54",11,08/29/2022,09/01/2022,1,-3,2.39%,30,Completed
PO-02111,04/12/2022,SUP-065,CAT-12,BU-03,,126,$725.64,"$91,430.21",10,05/03/2022,04/22/2022,0,11,1.96%,90,Completed
PO-02112,11/08/2022,SUP-044,CAT-13,BU-03,CON-0044,17,"$277,596.21","$4,719,135.64",27,12/02/2022,12/05/2022,1,-3,7.03%,60,Cancelled
PO-02113,07/15/2022,SUP-004,CAT-13,BU-02,,300,"$12,064.85","$3,619,455.41",28,08/12/2022,08/12/2022,1,0,1.54%,60,Completed
PO-02114,04/25/2022,SUP-077,CAT-12,BU-07,,53,"$5,457.37","$289,240.40",28,06/09/2022,05/23/2022,0,17,2.51%,60,Completed
PO-02115,06/26/2022,SUP-036,CAT-03,BU-07,,230,$423.77,"$97,466.03",28,08/10/2022,07/24/2022,0,17,10.71%,60,Completed
PO-02116,08/17/2022,SUP-063,CAT-10,BU-01,,205,"$1,021.12","$209,330.23",28,09/14/2022,09/14/2022,1,0,4.83%,60,Pending
PO-02117,04/20/2022,SUP-003,CAT-14,BU-06,CON-0099,301,"$2,049.72","$616,965.04",18,05/05/2022,05/08/2022,1,-3,2.93%,60,Completed
PO-02118,01/08/2022,SUP-030,CAT-06,BU-01,CON-0045,438,"$3,409.82","$1,493,499.26",2,01/10/2022,01/10/2022,1,0,2.04%,90,Completed
PO-02119,01/14/2022,SUP-023,CAT-13,BU-03,,273,"$22,634.64","$6,179,256.31",8,01/21/2022,01/22/2022,1,-1,1.45%,90,Completed
PO-02120,08/08/2022,SUP-028,CAT-06,BU-02,,86,"$25,888.07","$2,226,373.79",6,08/13/2022,08/14/2022,1,-1,2.48%,60,Cancelled
PO-02121,08/11/2022,SUP-078,CAT-06,BU-05,,448,$321.34,"$143,958.25",28,09/06/2022,09/08/2022,1,-2,6.48%,30,Completed
PO-02122,09/08/2022,SUP-046,CAT-08,BU-02,CON-0119,209,"$1,928.80","$403,119.43",28,10/06/2022,10/06/2022,1,0,8.75%,60,Pending
PO-02123,05/03/2022,SUP-027,CAT-15,BU-06,,192,"$5,898.88","$1,132,584.52",5,05/08/2022,05/08/2022,1,0,2.32%,30,Completed
PO-02124,03/03/2022,SUP-045,CAT-01,BU-04,CON-0104,86,"$17,629.65","$1,516,150.15",13,03/15/2022,03/16/2022,1,-1,1.03%,90,Completed
PO-02125,07/20/2022,SUP-008,CAT-15,BU-05,CON-0047,284,$627.68,"$178,260.74",19,08/05/2022,08/08/2022,1,-3,3.64%,60,Completed
PO-02126,05/20/2022,SUP-023,CAT-01,BU-04,CON-0004,391,"$2,966.96","$1,160,081.59",11,05/28/2022,05/31/2022,1,-3,2.20%,90,Completed
PO-02127,04/18/2022,SUP-009,CAT-09,BU-05,CON-0055,419,$167.14,"$70,030.74",20,05/06/2022,05/08/2022,1,-2,4.23%,90,Completed
PO-02128,02/12/2022,SUP-074,CAT-12,BU-08,,27,"$2,882.59","$77,829.93",15,02/24/2022,02/27/2022,1,-3,0.52%,60,Completed
PO-02129,12/05/2022,SUP-061,CAT-08,BU-04,,206,"$2,798.68","$576,527.10",9,12/11/2022,12/14/2022,1,-3,3.33%,60,Completed
PO-02130,04/12/2022,SUP-026,CAT-06,BU-01,CON-0045,414,"$1,752.84","$725,673.73",16,04/28/2022,04/28/2022,1,0,4.09%,30,Pending
PO-02131,02/23/2022,SUP-013,CAT-14,BU-01,CON-0110,340,"$1,634.41","$555,699.50",14,03/09/2022,03/09/2022,1,0,1.22%,60,Completed
PO-02132,05/14/2022,SUP-031,CAT-06,BU-05,CON-0045,499,$869.16,"$433,711.29",4,05/15/2022,05/18/2022,1,-3,0.42%,30,Completed
PO-02133,08/28/2022,SUP-077,CAT-07,BU-05,,43,$816.80,"$35,122.59",26,09/27/2022,09/23/2022,0,4,1.16%,60,Completed
PO-02134,08/23/2022,SUP-049,CAT-01,BU-07,CON-0004,455,$178.41,"$81,174.96",29,09/19/2022,09/21/2022,1,-2,2.12%,30,Completed
PO-02135,10/26/2022,SUP-016,CAT-15,BU-07,CON-0089,78,"$2,061.18","$160,772.25",36,12/01/2022,12/01/2022,1,0,7.27%,90,Completed
PO-02136,08/06/2022,SUP-049,CAT-15,BU-07,CON-0047,255,$424.20,"$108,170.24",25,09/03/2022,08/31/2022,0,3,6.22%,30,Cancelled
PO-02137,02/19/2022,SUP-030,CAT-08,BU-03,CON-0028,283,"$1,079.58","$305,520.44",12,03/01/2022,03/03/2022,1,-2,0.47%,90,Cancelled
PO-02138,07/21/2022,SUP-060,CAT-10,BU-05,CON-0113,413,$539.33,"$222,744.61",13,07/31/2022,08/03/2022,1,-3,2.01%,60,Completed
PO-02139,05/10/2022,SUP-043,CAT-06,BU-03,CON-0029,453,"$2,270.96","$1,028,743.23",27,06/04/2022,06/06/2022,1,-2,7.39%,90,Completed
PO-02140,02/13/2022,SUP-003,CAT-06,BU-07,,479,"$3,447.09","$1,651,154.88",12,02/25/2022,02/25/2022,1,0,6.48%,60,Completed
PO-02141,02/16/2022,SUP-034,CAT-13,BU-08,CON-0096,175,"$19,537.82","$3,419,119.28",2,02/15/2022,02/18/2022,1,-3,0.77%,60,Pending
PO-02142,03/17/2022,SUP-075,CAT-01,BU-06,CON-0104,169,"$44,716.78","$7,557,135.67",27,04/27/2022,04/13/2022,0,14,6.64%,90,Completed
PO-02143,07/18/2022,SUP-063,CAT-10,BU-08,CON-0093,467,$345.26,"$161,237.41",26,08/11/2022,08/13/2022,1,-2,1.52%,60,Completed
PO-02144,10/02/2022,SUP-054,CAT-10,BU-03,CON-0013,51,"$42,723.55","$2,178,900.87",30,11/19/2022,11/01/2022,0,18,3.68%,60,Completed
PO-02145,04/16/2022,SUP-076,CAT-13,BU-05,CON-0096,8,"$5,921,511.01","$47,372,088.09",21,05/05/2022,05/07/2022,1,-2,6.95%,90,Completed
PO-02146,07/24/2022,SUP-033,CAT-01,BU-06,CON-0095,149,"$2,464.70","$367,241.00",6,07/27/2022,07/30/2022,1,-3,0.78%,60,Completed
PO-02147,07/24/2022,SUP-007,CAT-14,BU-06,,302,"$2,212.40","$668,144.99",26,09/02/2022,08/19/2022,0,14,8.69%,90,Completed
PO-02148,05/27/2022,SUP-073,CAT-05,BU-06,CON-0071,5,"$19,468.09","$97,340.46",14,06/10/2022,06/10/2022,1,0,2.44%,90,Completed
PO-02149,02/25/2022,SUP-053,CAT-02,BU-06,,86,"$3,803.75","$327,122.41",26,04/10/2022,03/23/2022,0,18,10.96%,30,Completed
PO-02150,05/06/2022,SUP-068,CAT-10,BU-03,CON-0037,112,"$2,994.03","$335,330.81",19,05/23/2022,05/25/2022,1,-2,3.50%,90,Completed
PO-02151,01/17/2022,SUP-044,CAT-15,BU-07,CON-0112,249,$537.24,"$133,773.74",20,02/03/2022,02/06/2022,1,-3,5.28%,60,Completed
PO-02152,09/11/2022,SUP-071,CAT-10,BU-04,CON-0093,426,$761.34,"$324,329.00",25,10/04/2022,10/06/2022,1,-2,1.56%,60,Completed
PO-02153,10/07/2022,SUP-011,CAT-01,BU-08,CON-0056,308,"$4,356.64","$1,341,843.80",27,11/03/2022,11/03/2022,1,0,2.92%,90,Completed
PO-02154,06/09/2022,SUP-012,CAT-12,BU-02,CON-0020,455,$621.54,"$282,801.79",4,06/12/2022,06/13/2022,1,-1,2.28%,60,Completed
PO-02155,10/21/2022,SUP-016,CAT-13,BU-08,CON-0085,183,"$6,760.59","$1,237,187.91",40,11/29/2022,11/30/2022,1,-1,12.34%,90,Completed
PO-02156,03/04/2022,SUP-079,CAT-15,BU-07,CON-0112,468,$106.40,"$49,794.92",40,04/11/2022,04/13/2022,1,-2,7.21%,90,Completed
PO-02157,02/06/2022,SUP-008,CAT-14,BU-02,CON-0033,378,"$3,243.56","$1,226,064.97",17,02/21/2022,02/23/2022,1,-2,2.21%,60,Completed
PO-02158,12/05/2022,SUP-068,CAT-03,BU-05,CON-0052,86,"$1,111.57","$95,595.35",30,01/01/2023,01/04/2023,1,-3,9.81%,90,Completed
PO-02159,09/09/2022,SUP-056,CAT-01,BU-01,CON-0104,141,"$12,073.35","$1,702,342.95",2,09/09/2022,09/11/2022,1,-2,2.73%,60,Completed
PO-02160,05/03/2022,SUP-043,CAT-09,BU-04,CON-0055,205,$472.92,"$96,948.58",19,06/07/2022,05/22/2022,0,16,1.73%,90,Completed
PO-02161,07/09/2022,SUP-035,CAT-15,BU-07,CON-0089,202,$253.50,"$51,207.20",8,07/17/2022,07/17/2022,1,0,4.39%,30,Completed
PO-02162,08/24/2022,SUP-052,CAT-09,BU-03,CON-0055,203,$769.36,"$156,179.82",44,10/17/2022,10/07/2022,0,10,10.49%,30,Pending
PO-02163,10/20/2022,SUP-020,CAT-15,BU-06,CON-0047,22,"$7,125.47","$156,760.41",12,11/13/2022,11/01/2022,0,12,7.79%,30,Completed
PO-02164,01/28/2022,SUP-028,CAT-15,BU-04,CON-0112,282,$321.75,"$90,733.11",4,01/30/2022,02/01/2022,1,-2,1.16%,60,Completed
PO-02165,01/07/2022,SUP-078,CAT-14,BU-06,CON-0099,229,"$1,984.42","$454,431.45",24,01/28/2022,01/31/2022,1,-3,6.82%,30,Completed
PO-02166,03/03/2022,SUP-073,CAT-02,BU-02,CON-0003,36,"$6,438.38","$231,781.57",4,03/06/2022,03/07/2022,1,-1,0.90%,90,Completed
PO-02167,05/20/2022,SUP-022,CAT-12,BU-06,,318,$119.25,"$37,921.93",32,06/19/2022,06/21/2022,1,-2,9.21%,90,Completed
PO-02168,05/22/2022,SUP-074,CAT-01,BU-08,,400,"$2,225.54","$890,215.80",7,05/26/2022,05/29/2022,1,-3,1.44%,60,Completed
PO-02169,07/10/2022,SUP-079,CAT-14,BU-05,CON-0033,393,"$2,409.35","$946,873.38",28,08/07/2022,08/07/2022,1,0,4.22%,90,Completed
PO-02170,05/26/2022,SUP-073,CAT-04,BU-03,CON-0062,314,"$2,067.38","$649,157.85",15,06/10/2022,06/10/2022,1,0,1.21%,90,Completed
PO-02171,06/08/2022,SUP-039,CAT-01,BU-02,CON-0064,27,"$43,396.58","$1,171,707.61",28,07/03/2022,07/06/2022,1,-3,7.65%,30,Completed
PO-02172,10/15/2022,SUP-059,CAT-14,BU-04,CON-0099,135,"$39,938.44","$5,391,689.78",29,11/11/2022,11/13/2022,1,-2,2.21%,60,Completed
PO-02173,07/15/2022,SUP-065,CAT-06,BU-06,CON-0029,495,"$1,464.84","$725,093.51",13,07/27/2022,07/28/2022,1,-1,0.29%,90,Completed
PO-02174,09/21/2022,SUP-048,CAT-10,BU-08,,441,$690.15,"$304,358.23",11,10/01/2022,10/02/2022,1,-1,3.45%,30,Cancelled
PO-02175,10/25/2022,SUP-075,CAT-12,BU-06,,186,$956.37,"$177,884.30",23,11/17/2022,11/17/2022,1,0,3.82%,90,Completed
PO-02176,09/17/2022,SUP-034,CAT-10,BU-02,CON-0093,377,$226.25,"$85,297.98",12,09/28/2022,09/29/2022,1,-1,1.33%,60,Completed
PO-02177,05/15/2022,SUP-014,CAT-15,BU-05,CON-0112,374,$333.45,"$124,710.48",9,05/24/2022,05/24/2022,1,0,2.16%,90,Completed
PO-02178,07/23/2022,SUP-032,CAT-11,BU-05,,175,$100.42,"$17,574.36",2,07/23/2022,07/25/2022,1,-2,1.50%,60,Completed
